Transaction_ID,Age,Gender,Country,Loyalty_Member,Purpose_of_Travel,Booking_Channel,Number_Previous_Stays,Lead_Time_Days,Length_of_Stay,Room_Type,Check_in_Month,Number_Guests,Avg_Daily_Rate,Preferred_Amenities,Special_Requests,Services_Used,Basket_Items,Overall_Satisfaction,Would_Recommend,Total_Revenue,Room_Demand_Indicator,Upselling_Success
T100813,40,Female,Canada,Yes,Leisure,Agent,11,44,6,Deluxe,Nov,4,191.58,WiFi;Pool;Breakfast;Restaurant,Early check-in,Laundry;Gym;Breakfast,"[Laundry, Gym, Breakfast]",3,No,1249.48,0,Yes
T100814,50,Other,India,Yes,Business,App,8,1,4,Standard,Jul,1,152.98,WiFi;Restaurant,Early check-in,Room service;Laundry;Spa;Gym;Mini-bar;Breakfast,"[Room service, Laundry, Spa, Gym, Mini-bar, Breakfast]",2,No,901.92,1,Yes
T100815,20,Male,UK,No,Business,Agent,1,3,1,Deluxe,Dec,2,232.65,WiFi;Breakfast;Spa,Late check-out,Restaurant;Breakfast,"[Restaurant, Breakfast]",3,No,312.65,1,No
T100816,41,Female,India,Yes,Business,Website,9,4,1,Deluxe,Feb,1,206.43,WiFi;Breakfast;Parking,None,Room service;Laundry;Spa;Mini-bar,"[Room service, Laundry, Spa, Mini-bar]",4,No,426.43,0,No
T100817,48,Female,USA,No,Leisure,App,2,24,4,Suite,Aug,2,523.06,WiFi;Breakfast;Parking,Early check-in,Room service;Laundry;Restaurant;Breakfast,"[Room service, Laundry, Restaurant, Breakfast]",4,Yes,2302.24,1,Yes
T100818,38,Female,France,Yes,Business,App,4,12,4,Deluxe,Nov,1,204.28,WiFi;Gym;Breakfast;Restaurant,None,Room service;Laundry;Gym;Breakfast,"[Room service, Laundry, Gym, Breakfast]",3,Yes,917.12,0,No
T100819,50,Female,France,No,Other,Website,1,36,5,Standard,May,1,113.81,WiFi;Gym;Breakfast;Spa,High floor,Laundry;Gym;Restaurant;Mini-bar;Breakfast,"[Laundry, Gym, Restaurant, Mini-bar, Breakfast]",2,No,719.05,0,No
T100820,31,Male,China,No,Business,App,1,18,4,Standard,Feb,2,127.93,WiFi;Pool;Gym;Breakfast;Parking,High floor,Gym,[Gym],2,No,511.72,0,No
T100821,54,Female,India,Yes,Business,App,6,2,3,Standard,Jul,1,129.96,WiFi,None,Laundry;Spa;Gym;Mini-bar,"[Laundry, Spa, Gym, Mini-bar]",3,No,609.88,1,Yes
T100822,65,Female,Italy,Yes,Business,App,10,1,4,Standard,Dec,1,136.99,WiFi;Breakfast,None,Laundry;Restaurant;Mini-bar;Breakfast,"[Laundry, Restaurant, Mini-bar, Breakfast]",2,No,697.96,1,No
T100823,33,Male,China,Yes,Leisure,Agent,5,78,4,Standard,Aug,2,140.76,WiFi;Pool;Breakfast;Restaurant;Parking,High floor,Gym;Restaurant;Breakfast,"[Gym, Restaurant, Breakfast]",3,Yes,643.04,1,No
T100824,32,Male,France,No,Leisure,App,2,11,10,Standard,Aug,2,135.24,WiFi;Breakfast,Early check-in,Laundry;Gym;Breakfast,"[Laundry, Gym, Breakfast]",3,No,1402.4,1,No
T100825,55,Female,Australia,No,Business,Website,1,20,2,Standard,Aug,1,147.0,WiFi;Gym;Breakfast;Parking,None,Room service;Laundry;Gym;Breakfast,"[Room service, Laundry, Gym, Breakfast]",4,Yes,394.0,1,No
T100826,56,Male,Italy,Yes,Leisure,Website,6,13,6,Deluxe,Jan,2,202.32,WiFi;Breakfast;Restaurant,Early check-in,Room service,[Room service],3,No,1263.92,0,No
T100827,31,Female,Australia,No,Business,App,0,4,4,Standard,Jun,1,141.31,WiFi;Breakfast;Parking,Late check-out,Spa;Mini-bar,"[Spa, Mini-bar]",2,Yes,755.24,1,Yes
T100828,32,Female,India,Yes,Business,Website,8,19,4,Standard,Feb,1,115.07,WiFi;Gym;Breakfast;Parking,High floor,Room service;Laundry;Gym;Breakfast,"[Room service, Laundry, Gym, Breakfast]",3,No,610.28,0,Yes
T100829,34,Male,Canada,Yes,Business,Website,5,4,6,Standard,May,1,118.41,WiFi;Breakfast;Restaurant,Early check-in,Laundry;Gym;Restaurant;Mini-bar;Breakfast,"[Laundry, Gym, Restaurant, Mini-bar, Breakfast]",3,No,860.46,0,No
T100830,21,Female,China,Yes,Business,Website,10,1,6,Deluxe,Nov,1,191.65,Breakfast;Restaurant;Parking,Extra pillows,Laundry;Restaurant;Breakfast,"[Laundry, Restaurant, Breakfast]",4,Yes,1259.9,0,No
T100831,26,Female,Australia,Yes,Business,App,4,3,6,Deluxe,Aug,1,226.62,WiFi;Gym;Breakfast;Restaurant,Late check-out,Room service,[Room service],4,Yes,1409.72,1,No
T100832,25,Male,UK,Yes,Leisure,App,5,46,8,Standard,Dec,2,139.72,WiFi;Pool;Gym;Breakfast;Restaurant;Parking,Late check-out,Laundry;Gym;Restaurant;Breakfast,"[Laundry, Gym, Restaurant, Breakfast]",3,No,1227.76,1,No
T100833,28,Male,Australia,Yes,Business,App,6,2,2,Deluxe,Mar,1,204.09,WiFi;Gym;Breakfast;Parking,Extra pillows,Room service;Laundry;Spa;Gym;Restaurant;Breakfast,"[Room service, Laundry, Spa, Gym, Restaurant, Breakfast]",3,No,668.18,0,No
T100834,37,Male,China,Yes,Other,App,5,7,4,Standard,Jun,3,148.27,WiFi;Breakfast;Restaurant;Parking,Late check-out,Room service;Gym;Breakfast,"[Room service, Gym, Breakfast]",2,No,663.08,1,No
T100835,40,Male,UK,Yes,Business,Website,11,13,3,Deluxe,Oct,2,191.89,WiFi;Gym;Breakfast;Restaurant;Parking,Late check-out,Room service;Spa;Gym;Restaurant;Breakfast,"[Room service, Spa, Gym, Restaurant, Breakfast]",3,Yes,805.67,0,No
T100836,56,Female,USA,No,Leisure,Agent,1,41,8,Standard,Apr,2,130.74,Pool;Gym;Spa,Late check-out,Room service;Breakfast,"[Room service, Breakfast]",3,No,1115.92,0,No
T100837,26,Male,Australia,Yes,Business,App,8,1,3,Standard,Mar,1,114.29,WiFi;Gym;Breakfast;Restaurant;Parking,None,Room service;Laundry;Gym;Restaurant,"[Room service, Laundry, Gym, Restaurant]",4,Yes,532.87,0,Yes
T100838,49,Female,Italy,Yes,Business,App,7,2,3,Standard,Jun,2,150.11,WiFi;Gym;Restaurant,None,Room service;Gym;Breakfast,"[Room service, Gym, Breakfast]",4,Yes,570.33,1,Yes
T100839,35,Male,China,No,Business,App,1,3,2,Standard,Jun,2,131.95,WiFi;Restaurant,Late check-out,Spa;Restaurant;Breakfast,"[Spa, Restaurant, Breakfast]",3,No,443.9,1,No
T100840,37,Male,UK,Yes,Business,Website,7,7,3,Deluxe,Dec,1,247.91,WiFi;Breakfast;Parking,Late check-out,Room service,[Room service],2,No,793.73,1,No
T100841,46,Female,Germany,No,Leisure,App,2,40,6,Deluxe,Jul,2,238.08,WiFi;Gym;Breakfast;Restaurant;Parking,None,Gym;Restaurant,"[Gym, Restaurant]",3,No,1488.48,1,No
T100842,24,Female,USA,No,Business,Website,1,14,5,Standard,Nov,2,121.66,WiFi;Breakfast;Restaurant;Parking,None,Room service;Laundry;Spa;Restaurant;Breakfast,"[Room service, Laundry, Spa, Restaurant, Breakfast]",3,Yes,868.3,0,No
T100843,42,Male,India,Yes,Leisure,Phone,14,26,6,Standard,Nov,2,112.42,WiFi;Pool;Restaurant,High floor,Room service;Laundry;Gym;Mini-bar;Breakfast,"[Room service, Laundry, Gym, Mini-bar, Breakfast]",4,Yes,814.52,0,No
T100844,39,Male,USA,No,Business,Agent,0,1,8,Standard,Mar,2,118.41,WiFi;Pool;Gym;Breakfast;Restaurant;Parking,None,Laundry;Gym;Mini-bar,"[Laundry, Gym, Mini-bar]",2,No,1017.28,0,No
T100845,43,Male,UK,Yes,Business,App,8,7,6,Standard,Sep,2,126.39,WiFi;Breakfast;Parking,None,Laundry;Breakfast,"[Laundry, Breakfast]",4,Yes,858.34,0,Yes
T100846,41,Male,UK,No,Business,Website,1,1,3,Deluxe,Apr,1,210.68,WiFi;Gym,Late check-out,Laundry;Gym;Breakfast,"[Laundry, Gym, Breakfast]",3,Yes,682.04,0,No
T100847,67,Female,India,No,Leisure,Website,0,31,3,Standard,Feb,2,113.7,WiFi;Breakfast,Early check-in,Room service;Restaurant,"[Room service, Restaurant]",4,No,451.1,0,No
T100848,30,Male,USA,Yes,Leisure,App,5,48,7,Standard,Nov,1,116.46,WiFi;Breakfast;Spa,None,Room service;Gym;Restaurant;Mini-bar,"[Room service, Gym, Restaurant, Mini-bar]",4,Yes,965.22,0,No
T100849,31,Male,India,No,Business,App,0,2,5,Deluxe,May,2,180.15,WiFi;Gym;Breakfast;Parking,Early check-in,Room service;Gym;Restaurant;Breakfast,"[Room service, Gym, Restaurant, Breakfast]",4,Yes,1030.75,0,No
T100850,30,Male,China,No,Business,Website,1,7,2,Standard,May,2,110.16,Pool;Breakfast;Restaurant,Late check-out,Laundry;Restaurant,"[Laundry, Restaurant]",2,No,360.32,0,Yes
T100851,31,Female,China,No,Business,App,1,6,4,Standard,May,1,111.04,WiFi;Pool;Gym;Breakfast,Late check-out,Room service;Laundry;Spa;Gym;Restaurant;Breakfast,"[Room service, Laundry, Spa, Gym, Restaurant, Breakfast]",2,Yes,754.16,0,Yes
T100852,30,Other,India,No,Other,Website,2,58,5,Standard,Mar,2,115.05,WiFi;Pool;Gym;Restaurant,Late check-out,Gym;Mini-bar;Breakfast,"[Gym, Mini-bar, Breakfast]",3,No,685.25,0,Yes
T100853,52,Male,France,No,Leisure,Phone,0,29,5,Deluxe,Jun,1,252.43,WiFi;Pool;Gym;Breakfast;Spa;Restaurant,High floor,Room service;Laundry;Gym;Restaurant;Breakfast,"[Room service, Laundry, Gym, Restaurant, Breakfast]",3,No,1472.15,1,Yes
T100854,55,Female,USA,Yes,Business,Website,5,4,4,Standard,Jun,2,144.3,WiFi;Gym;Restaurant;Parking,High floor,Room service;Gym;Mini-bar,"[Room service, Gym, Mini-bar]",4,Yes,667.2,1,No
T100855,31,Male,China,Yes,Business,Phone,4,1,3,Standard,Jun,2,152.43,WiFi;Gym;Breakfast,High floor,Laundry;Gym;Mini-bar;Breakfast,"[Laundry, Gym, Mini-bar, Breakfast]",4,Yes,547.29,1,No
T100856,28,Male,USA,No,Business,Phone,0,1,3,Deluxe,Dec,1,252.24,Breakfast,Late check-out,Gym,[Gym],4,Yes,756.72,1,No
T100857,43,Female,USA,Yes,Other,App,2,9,9,Deluxe,May,3,203.49,Pool;Gym;Breakfast,Extra pillows,Laundry;Restaurant;Mini-bar;Breakfast,"[Laundry, Restaurant, Mini-bar, Breakfast]",3,No,1981.41,0,No
T100858,31,Female,China,No,Business,App,0,28,10,Standard,Jan,1,120.0,WiFi;Gym;Breakfast;Restaurant;Parking,None,Room service;Gym;Restaurant;Mini-bar;Breakfast,"[Room service, Gym, Restaurant, Mini-bar, Breakfast]",4,Yes,1420.0,0,Yes
T100859,45,Female,China,Yes,Leisure,App,5,42,8,Suite,Mar,2,434.51,WiFi;Gym;Breakfast;Restaurant,High floor,Spa;Breakfast,"[Spa, Breakfast]",4,Yes,3646.08,0,Yes
T100860,40,Female,France,Yes,Business,App,10,21,6,Standard,Sep,1,121.66,WiFi;Gym;Breakfast;Parking,None,Room service;Laundry;Restaurant;Breakfast,"[Room service, Laundry, Restaurant, Breakfast]",3,No,939.96,0,Yes
T100861,19,Male,China,Yes,Leisure,App,9,31,7,Standard,Aug,4,143.51,WiFi;Restaurant,High floor,Room service;Gym;Restaurant;Breakfast,"[Room service, Gym, Restaurant, Breakfast]",3,Yes,1134.57,1,No
T100862,56,Female,Canada,No,Leisure,App,1,19,8,Deluxe,Dec,2,257.72,WiFi;Gym;Breakfast;Spa;Parking,High floor,Laundry;Restaurant;Mini-bar;Breakfast,"[Laundry, Restaurant, Mini-bar, Breakfast]",3,No,2211.76,1,No
T100863,59,Male,USA,No,Leisure,App,2,29,4,Standard,Sep,4,109.71,WiFi;Breakfast,Early check-in,Room service;Spa;Restaurant;Breakfast,"[Room service, Spa, Restaurant, Breakfast]",3,No,668.84,0,No
T100864,30,Female,USA,No,Leisure,App,0,52,6,Standard,Mar,1,123.74,WiFi;Pool;Breakfast;Parking,Early check-in,Room service;Laundry;Spa;Gym;Restaurant;Breakfast,"[Room service, Laundry, Spa, Gym, Restaurant, Breakfast]",4,Yes,1002.44,0,No
T100865,33,Male,USA,Yes,Leisure,App,4,6,4,Standard,Feb,2,110.71,WiFi;Pool;Breakfast,None,Room service;Breakfast,"[Room service, Breakfast]",2,Yes,562.84,0,Yes
T100866,41,Female,UK,No,Business,Website,2,14,6,Deluxe,Jul,1,255.35,WiFi;Gym;Parking,Late check-out,Room service;Gym;Restaurant,"[Room service, Gym, Restaurant]",5,No,1642.1,1,No
T100867,42,Male,China,Yes,Business,Website,9,1,3,Standard,Aug,1,152.43,WiFi;Gym;Parking,Early check-in,Room service;Laundry;Gym,"[Room service, Laundry, Gym]",3,No,587.29,1,Yes
T100868,45,Male,Germany,No,Business,Website,1,5,3,Standard,Mar,1,120.09,Gym;Breakfast;Spa;Restaurant,High floor,Room service;Restaurant;Breakfast,"[Room service, Restaurant, Breakfast]",3,No,540.27,0,Yes
T100869,62,Female,USA,No,Other,Website,0,12,3,Standard,Aug,2,148.64,Pool;Breakfast;Spa;Restaurant,Early check-in,Laundry;Gym;Breakfast,"[Laundry, Gym, Breakfast]",3,No,495.92,1,No
T100870,35,Male,Canada,Yes,Business,Website,6,7,3,Deluxe,Nov,1,210.9,WiFi;Gym,Extra pillows,Room service;Spa;Restaurant,"[Room service, Spa, Restaurant]",4,Yes,892.7,0,Yes
T100871,28,Male,France,No,Leisure,Website,0,48,10,Standard,Sep,2,119.6,WiFi;Spa;Restaurant;Parking,Extra pillows,Gym;Restaurant;Mini-bar;Breakfast,"[Gym, Restaurant, Mini-bar, Breakfast]",3,Yes,1316.0,0,No
T100872,21,Male,UK,No,Leisure,Website,3,12,5,Standard,Aug,4,155.69,WiFi;Pool;Gym;Restaurant;Parking,High floor,Room service;Spa;Gym;Restaurant;Breakfast,"[Room service, Spa, Gym, Restaurant, Breakfast]",5,Yes,1008.45,1,No
T100873,29,Male,USA,Yes,Business,Agent,8,5,3,Deluxe,Oct,2,197.48,WiFi;Parking,Extra pillows,Room service;Laundry,"[Room service, Laundry]",5,Yes,672.44,0,No
T100874,37,Male,USA,No,Business,Website,0,9,4,Deluxe,Feb,2,215.68,WiFi;Gym;Breakfast,None,Laundry;Spa;Gym;Restaurant;Breakfast,"[Laundry, Spa, Gym, Restaurant, Breakfast]",3,No,1122.72,0,Yes
T100875,59,Male,USA,No,Business,App,2,11,3,Standard,Mar,1,121.99,WiFi;Breakfast,Late check-out,Laundry;Spa;Breakfast,"[Laundry, Spa, Breakfast]",4,Yes,565.97,0,Yes
T100876,31,Female,USA,Yes,Business,Website,9,10,6,Standard,Jan,2,118.23,WiFi;Gym;Breakfast,Extra pillows,Room service;Laundry;Gym;Restaurant;Breakfast,"[Room service, Laundry, Gym, Restaurant, Breakfast]",4,Yes,869.38,0,No
T100877,40,Male,China,Yes,Business,Agent,7,3,2,Standard,Mar,1,108.1,WiFi;Parking,Extra pillows,Gym;Restaurant;Mini-bar;Breakfast,"[Gym, Restaurant, Mini-bar, Breakfast]",2,No,336.2,0,No
T100878,37,Female,UK,No,Business,App,1,53,5,Deluxe,Dec,1,230.19,WiFi;Breakfast,Late check-out,Room service;Laundry,"[Room service, Laundry]",3,No,1280.95,1,Yes
T100879,52,Female,India,No,Leisure,App,3,33,7,Standard,Apr,2,128.83,WiFi;Pool;Gym;Breakfast;Spa;Restaurant,None,Restaurant;Mini-bar;Breakfast,"[Restaurant, Mini-bar, Breakfast]",3,Yes,1071.81,0,Yes
T100880,68,Male,Canada,No,Other,App,3,39,4,Standard,Aug,4,141.95,WiFi;Gym;Breakfast,None,Room service;Restaurant,"[Room service, Restaurant]",4,Yes,677.8,1,No
T100881,31,Female,Germany,No,Business,Website,2,2,5,Standard,Sep,2,118.12,WiFi;Pool;Breakfast;Parking,Late check-out,Room service;Laundry;Gym;Restaurant;Breakfast,"[Room service, Laundry, Gym, Restaurant, Breakfast]",3,No,750.6,0,No
T100882,32,Male,Canada,No,Business,App,1,3,4,Standard,Aug,1,143.7,WiFi;Pool;Gym;Breakfast;Restaurant;Parking,Late check-out,Spa;Restaurant,"[Spa, Restaurant]",4,Yes,784.8,1,Yes
T100883,50,Female,USA,No,Business,Website,2,5,4,Deluxe,Jul,1,229.74,WiFi;Gym;Breakfast;Spa;Parking,None,Room service;Laundry;Restaurant,"[Room service, Laundry, Restaurant]",4,No,1058.96,1,No
T100884,46,Male,India,No,Leisure,Phone,1,34,6,Standard,Jul,3,143.76,WiFi;Pool;Spa;Parking,Early check-in,Gym;Restaurant,"[Gym, Restaurant]",3,Yes,972.56,1,Yes
T100885,60,Male,China,No,Leisure,App,3,32,3,Standard,Jun,2,140.42,WiFi;Pool;Breakfast;Spa;Restaurant;Parking,Late check-out,Laundry;Restaurant,"[Laundry, Restaurant]",3,No,511.26,1,No
T100886,45,Female,USA,Yes,Business,Website,5,14,3,Deluxe,Dec,1,259.65,Gym;Parking,High floor,Laundry;Spa;Breakfast,"[Laundry, Spa, Breakfast]",3,No,928.95,1,No
T100887,33,Female,USA,Yes,Business,App,5,3,6,Deluxe,Jan,1,202.56,WiFi;Gym,None,Laundry;Gym;Restaurant;Mini-bar;Breakfast,"[Laundry, Gym, Restaurant, Mini-bar, Breakfast]",3,No,1365.36,0,No
T100888,45,Female,Germany,Yes,Leisure,App,5,26,12,Suite,Jan,4,426.73,WiFi;Pool;Breakfast;Spa,Late check-out,Laundry;Spa;Restaurant;Breakfast,"[Laundry, Spa, Restaurant, Breakfast]",4,Yes,5380.76,0,Yes
T100889,51,Male,Germany,No,Leisure,Agent,0,57,5,Deluxe,Jul,2,248.97,WiFi;Pool;Breakfast;Restaurant,None,Room service;Laundry;Spa;Restaurant;Breakfast,"[Room service, Laundry, Spa, Restaurant, Breakfast]",3,No,1504.85,1,No
T100890,47,Female,India,No,Business,App,1,1,4,Standard,May,1,113.1,Breakfast;Parking,Late check-out,Laundry;Gym;Restaurant;Breakfast,"[Laundry, Gym, Restaurant, Breakfast]",3,No,612.4,0,Yes
T100891,44,Male,China,Yes,Leisure,Agent,6,95,5,Standard,Jun,4,154.59,WiFi;Parking,Late check-out,Laundry;Gym;Restaurant;Mini-bar,"[Laundry, Gym, Restaurant, Mini-bar]",3,Yes,902.95,1,No
T100892,50,Male,India,Yes,Business,Website,5,2,7,Standard,Dec,1,132.11,WiFi;Gym;Breakfast;Spa,None,Laundry;Spa;Restaurant,"[Laundry, Spa, Restaurant]",4,No,1114.77,1,No
T100893,52,Male,USA,No,Business,Agent,3,8,5,Standard,Oct,1,118.77,WiFi;Gym;Parking,None,Laundry;Spa;Restaurant;Breakfast,"[Laundry, Spa, Restaurant, Breakfast]",4,Yes,803.85,0,No
T100894,54,Female,India,Yes,Leisure,Agent,6,66,6,Standard,Nov,2,113.74,WiFi;Pool;Gym;Parking,Late check-out,Spa;Gym;Mini-bar;Breakfast,"[Spa, Gym, Mini-bar, Breakfast]",5,Yes,842.44,0,No
T100895,45,Male,USA,Yes,Leisure,Website,4,3,5,Standard,Jun,1,145.08,WiFi;Pool;Gym;Breakfast;Spa;Restaurant;Parking,Late check-out,Spa;Gym;Restaurant,"[Spa, Gym, Restaurant]",3,No,935.4,1,Yes
T100896,35,Male,USA,No,Business,Website,1,2,1,Deluxe,Apr,2,192.0,WiFi;Gym;Breakfast;Parking,Early check-in,Restaurant;Breakfast,"[Restaurant, Breakfast]",5,Yes,272.0,0,No
T100897,39,Female,Canada,No,Leisure,App,0,10,6,Standard,Oct,2,125.35,WiFi;Pool;Spa,High floor,Laundry,[Laundry],3,Yes,782.1,0,No
T100898,52,Male,Australia,Yes,Business,Phone,9,51,6,Standard,Oct,1,130.49,WiFi;Gym;Parking,Late check-out,Gym;Breakfast,"[Gym, Breakfast]",2,No,852.94,0,Yes
T100899,28,Male,UAE,Yes,Leisure,Website,13,2,2,Deluxe,Jul,3,250.04,WiFi;Pool;Gym;Restaurant,Late check-out,Room service;Breakfast,"[Room service, Breakfast]",3,No,620.08,1,Yes
T100900,42,Male,India,No,Business,App,0,10,3,Deluxe,Dec,1,233.05,WiFi;Gym;Breakfast;Restaurant;Parking,High floor,Room service;Restaurant;Mini-bar;Breakfast,"[Room service, Restaurant, Mini-bar, Breakfast]",4,Yes,869.15,1,No
T100901,33,Female,India,No,Leisure,Website,0,4,2,Suite,Dec,4,489.61,Pool;Gym;Breakfast;Restaurant;Parking,None,Spa;Restaurant;Breakfast,"[Spa, Restaurant, Breakfast]",3,Yes,1159.22,1,No
T100902,38,Male,UK,No,Leisure,App,1,16,5,Deluxe,Jul,3,258.65,WiFi;Breakfast;Spa;Restaurant;Parking,Early check-in,Laundry,[Laundry],3,No,1323.25,1,No
T100903,53,Male,USA,Yes,Business,App,4,10,7,Standard,Apr,1,114.48,WiFi;Breakfast;Parking,High floor,Laundry;Gym;Breakfast,"[Laundry, Gym, Breakfast]",3,No,851.36,0,No
T100904,40,Female,USA,No,Leisure,Phone,0,36,3,Standard,Jul,4,133.0,WiFi;Pool;Gym;Breakfast;Restaurant,Early check-in,Room service;Gym;Restaurant;Breakfast,"[Room service, Gym, Restaurant, Breakfast]",4,Yes,579.0,1,Yes
T100905,38,Female,Italy,No,Leisure,App,1,1,3,Suite,Dec,3,444.55,Pool;Breakfast,Extra pillows,Room service;Spa;Gym;Restaurant;Breakfast,"[Room service, Spa, Gym, Restaurant, Breakfast]",3,No,1563.65,1,No
T100906,21,Male,Germany,No,Leisure,Agent,1,16,8,Standard,May,2,119.88,WiFi;Pool;Breakfast,Early check-in,Room service;Laundry;Spa;Gym,"[Room service, Laundry, Spa, Gym]",4,Yes,1139.04,0,No
T100907,46,Female,China,No,Business,App,0,5,4,Deluxe,Aug,2,251.14,WiFi;Gym;Breakfast;Restaurant;Parking,None,Room service;Laundry;Gym;Restaurant;Mini-bar,"[Room service, Laundry, Gym, Restaurant, Mini-bar]",3,No,1184.56,1,No
T100908,45,Female,China,Yes,Leisure,Website,12,34,7,Standard,Sep,2,123.77,WiFi;Pool;Breakfast;Spa;Restaurant,None,Room service;Restaurant;Breakfast,"[Room service, Restaurant, Breakfast]",4,No,996.39,0,No
T100909,63,Female,Canada,Yes,Leisure,App,4,105,8,Standard,Apr,3,118.89,Pool;Spa;Restaurant,None,Gym;Restaurant;Breakfast,"[Gym, Restaurant, Breakfast]",4,Yes,1031.12,0,No
T100910,34,Male,USA,No,Business,App,0,3,3,Standard,Aug,1,150.6,WiFi;Breakfast;Spa;Restaurant;Parking,Early check-in,Laundry;Gym;Restaurant,"[Laundry, Gym, Restaurant]",3,Yes,541.8,1,No
T100911,40,Female,UK,No,Other,Phone,2,8,6,Deluxe,May,2,205.36,WiFi;Pool;Spa;Restaurant;Parking,None,Room service;Laundry;Gym;Mini-bar,"[Room service, Laundry, Gym, Mini-bar]",3,No,1352.16,0,No
T100912,40,Male,India,Yes,Business,Agent,7,1,3,Suite,Nov,1,410.26,WiFi;Breakfast;Parking,High floor,Spa,[Spa],4,Yes,1330.78,0,No
T100913,56,Male,Italy,Yes,Business,Website,5,4,1,Deluxe,Sep,1,188.1,WiFi;Pool;Gym;Breakfast,Extra pillows,Room service;Laundry;Restaurant;Mini-bar,"[Room service, Laundry, Restaurant, Mini-bar]",3,Yes,368.1,0,No
T100914,36,Male,Canada,No,Business,Website,2,12,5,Standard,Nov,2,115.5,WiFi;Pool,Early check-in,Room service;Gym;Restaurant;Breakfast,"[Room service, Gym, Restaurant, Breakfast]",3,Yes,707.5,0,No
T100915,41,Male,UK,Yes,Business,Website,6,6,4,Standard,Mar,1,116.27,WiFi;Pool;Breakfast;Restaurant;Parking,Late check-out,Room service;Laundry;Restaurant;Breakfast,"[Room service, Laundry, Restaurant, Breakfast]",3,Yes,675.08,0,Yes
T100916,45,Male,France,Yes,Leisure,Phone,6,16,10,Deluxe,Jan,4,212.33,WiFi;Pool;Gym;Breakfast;Spa;Restaurant;Parking,Late check-out,Restaurant;Breakfast,"[Restaurant, Breakfast]",3,No,2253.3,0,Yes
T100917,40,Female,France,No,Business,Agent,2,5,2,Standard,Nov,2,126.6,WiFi;Gym;Breakfast;Restaurant,High floor,Gym;Restaurant;Mini-bar;Breakfast,"[Gym, Restaurant, Mini-bar, Breakfast]",3,No,373.2,0,No
T100918,32,Male,UK,No,Other,Agent,3,61,8,Suite,Jun,4,456.26,WiFi;Pool;Gym;Breakfast;Spa;Restaurant,Early check-in,Gym;Breakfast,"[Gym, Breakfast]",3,No,3670.08,1,No
T100919,40,Male,India,No,Business,Website,1,5,5,Standard,Mar,1,109.32,WiFi;Gym;Restaurant,Extra pillows,Laundry;Mini-bar;Breakfast,"[Laundry, Mini-bar, Breakfast]",3,Yes,686.6,0,Yes
T100920,50,Male,India,Yes,Business,App,7,4,3,Suite,Feb,2,421.42,WiFi;Pool;Breakfast;Parking,High floor,Room service;Laundry;Spa;Gym;Restaurant;Mini-bar,"[Room service, Laundry, Spa, Gym, Restaurant, Mini-bar]",4,No,1594.26,0,Yes
T100921,25,Male,Canada,No,Business,App,2,19,5,Deluxe,Jul,2,235.67,WiFi;Pool;Gym;Breakfast;Restaurant;Parking,Late check-out,Laundry;Restaurant,"[Laundry, Restaurant]",3,No,1268.35,1,No
T100922,39,Female,UK,No,Business,Website,0,1,5,Standard,Mar,1,113.28,WiFi;Gym;Breakfast,None,Laundry;Spa;Gym;Breakfast,"[Laundry, Spa, Gym, Breakfast]",4,Yes,716.4,0,No
T100923,29,Male,Italy,No,Leisure,App,1,10,5,Standard,Jul,2,132.97,WiFi;Pool;Breakfast;Restaurant;Parking,Early check-in,Room service;Restaurant;Breakfast,"[Room service, Restaurant, Breakfast]",4,No,844.85,1,Yes
T100924,52,Male,India,No,Leisure,Website,2,24,5,Standard,Sep,2,108.31,WiFi;Pool;Breakfast,Late check-out,Gym;Mini-bar;Breakfast,"[Gym, Mini-bar, Breakfast]",2,No,601.55,0,No
T100925,19,Male,UAE,Yes,Leisure,Website,7,6,8,Standard,Jul,3,141.92,Breakfast,Late check-out,Room service;Laundry;Mini-bar;Breakfast,"[Room service, Laundry, Mini-bar, Breakfast]",3,No,1275.36,1,No
T100926,31,Male,India,Yes,Business,Agent,7,2,4,Standard,Dec,1,139.39,WiFi;Breakfast,High floor,Laundry;Gym;Restaurant;Breakfast,"[Laundry, Gym, Restaurant, Breakfast]",3,No,667.56,1,No
T100927,42,Male,China,Yes,Business,Agent,11,6,2,Standard,Mar,1,124.72,Gym;Breakfast;Spa;Restaurant;Parking,None,Spa,[Spa],3,No,349.44,0,No
T100928,56,Female,France,Yes,Business,Website,9,1,5,Standard,Jul,2,157.73,WiFi;Gym;Breakfast,Extra pillows,Gym;Breakfast,"[Gym, Breakfast]",3,No,808.65,1,No
T100929,37,Female,France,No,Business,App,1,5,4,Standard,Mar,2,112.96,WiFi;Gym;Breakfast;Parking,Early check-in,Gym;Mini-bar;Breakfast,"[Gym, Mini-bar, Breakfast]",3,Yes,511.84,0,No
T100930,31,Male,France,No,Business,Website,2,1,3,Suite,Nov,1,379.44,Pool;Gym;Restaurant;Parking,None,Laundry;Restaurant,"[Laundry, Restaurant]",3,Yes,1278.32,0,Yes
T100931,60,Female,USA,No,Leisure,Agent,0,20,5,Standard,Dec,3,139.31,WiFi;Pool;Gym;Parking,Late check-out,Room service;Spa,"[Room service, Spa]",3,No,846.55,1,No
